ID,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
W6200,1.0,95,7.5,80.0,overcast,994.31,1,Winter,3.5,mountain,Snowy
W8603,58.0,72,26.5,108.0,partly cloudy,1013.59,5,Spring,5.5,mountain,Cloudy
W2327,-9.0,93,5.5,83.0,partly cloudy,991.4,1,Winter,2.0,inland,Snowy
W12182,17.0,53,11.0,38.0,partly cloudy,1009.76,3,Spring,8.5,coastal,Cloudy
W964,25.0,62,6.0,8.0,clear,1020.8,10,Autumn,9.5,inland,Sunny
W777,30.0,60,12.0,14.0,overcast,1009.05,1,Autumn,6.0,mountain,Cloudy
W2688,34.0,106,4.0,90.0,partly cloudy,1024.24,9,Spring,11.0,mountain,Sunny
W1120,33.0,57,14.0,12.0,overcast,1014.75,2,Summer,6.0,mountain,Cloudy
W8721,26.0,52,3.5,79.0,overcast,1153.44,14,Autumn,19.0,coastal,Snowy
W12921,34.0,65,1.5,14.0,clear,1028.11,11,Summer,5.5,coastal,Sunny
W5744,30.0,65,10.0,27.0,overcast,1019.71,2,Spring,6.5,coastal,Cloudy
W7067,33.0,61,0.5,40.0,overcast,1013.71,3,Winter,7.0,inland,Cloudy
W12544,25.0,47,4.0,1.0,clear,1013.16,6,Winter,5.5,mountain,Sunny
W597,34.0,71,4.0,42.0,partly cloudy,1001.55,4,Summer,7.0,mountain,Cloudy
W12925,24.0,69,1.0,15.0,partly cloudy,1001.5,4,Winter,6.0,inland,Cloudy
W7347,-4.0,83,3.5,62.0,overcast,999.56,1,Winter,3.5,mountain,Snowy
W12463,39.0,61,5.0,14.0,clear,1010.83,8,Autumn,10.0,coastal,Sunny
W9305,24.0,47,9.5,9.0,partly cloudy,1010.26,9,Spring,8.5,coastal,Sunny
W10056,17.0,72,9.5,45.0,partly cloudy,1005.29,4,Summer,8.0,mountain,Cloudy
W6851,-11.0,75,3.0,56.0,cloudy,989.74,1,Spring,17.0,mountain,Cloudy
W2552,26.0,52,14.5,18.0,cloudy,1085.07,6,Spring,14.5,inland,Cloudy
W7720,-20.0,31,9.5,27.0,overcast,1170.15,9,Winter,3.5,mountain,Snowy
W6482,25.0,57,1.0,22.0,partly cloudy,1013.14,4,Winter,6.0,inland,Cloudy
W7832,21.0,75,13.0,12.0,partly cloudy,1019.13,3,Autumn,6.5,inland,Cloudy
W5449,-9.0,76,15.0,83.0,overcast,990.78,1,Winter,2.5,inland,Snowy
W4981,20.0,73,11.0,24.0,partly cloudy,1006.2,3,Summer,8.5,inland,Cloudy
W11459,20.0,31,6.5,3.0,partly cloudy,1026.26,9,Autumn,7.5,mountain,Sunny
W2527,15.0,75,7.0,11.0,partly cloudy,1009.42,4,Winter,8.5,inland,Cloudy
W9698,32.0,63,1.5,10.0,partly cloudy,1020.11,11,Winter,7.0,coastal,Sunny
W7388,18.0,76,14.5,47.0,overcast,1012.41,3,Autumn,8.0,coastal,Cloudy
W13104,13.0,71,1.5,43.0,partly cloudy,1006.75,2,Summer,8.0,mountain,Cloudy
W3838,46.0,102,8.0,105.0,partly cloudy,1016.57,4,Winter,10.5,mountain,Cloudy
W3907,11.0,85,18.5,78.0,overcast,1016.02,0,Spring,1.0,mountain,Rainy
W2861,33.0,59,1.0,44.0,partly cloudy,1013.64,1,Autumn,8.0,mountain,Cloudy
W2391,26.0,62,18.5,51.0,partly cloudy,1011.16,1,Spring,1.5,mountain,Rainy
W4993,16.0,56,14.5,23.0,overcast,1015.28,3,Winter,8.5,inland,Cloudy
W8097,24.0,64,2.5,3.0,clear,1025.63,9,Spring,9.5,inland,Sunny
W632,34.0,24,10.0,1.0,clear,1019.98,10,Summer,7.0,mountain,Sunny
W5066,23.0,89,40.5,70.0,overcast,1012.12,0,Summer,3.5,inland,Rainy
W11842,3.0,98,17.5,69.0,overcast,986.74,0,Winter,4.0,inland,Snowy
W9171,26.0,44,1.0,12.0,clear,1024.73,6,Winter,6.0,inland,Sunny
W4536,25.0,75,4.5,35.0,overcast,1017.05,2,Summer,5.0,mountain,Cloudy
W8898,-3.0,96,3.5,93.0,overcast,999.23,0,Winter,4.5,inland,Snowy
W8643,21.0,55,7.5,26.0,partly cloudy,1005.54,4,Spring,6.0,coastal,Cloudy
W6804,24.0,100,14.5,70.0,partly cloudy,1011.68,4,Autumn,2.0,coastal,Cloudy
W928,44.0,105,3.0,86.0,clear,1015.64,9,Winter,7.5,mountain,Sunny
W2281,32.0,54,3.5,35.0,partly cloudy,1005.89,4,Autumn,8.5,coastal,Cloudy
W4337,20.0,20,5.5,15.0,clear,1022.42,7,Summer,10.0,inland,Sunny
W10173,15.0,76,13.5,15.0,partly cloudy,1008.07,3,Winter,7.5,mountain,Cloudy
W4674,-1.0,94,12.0,92.0,overcast,983.0,1,Winter,3.5,mountain,Snowy
W2427,18.0,68,4.0,40.0,partly cloudy,1008.41,1,Autumn,6.0,inland,Cloudy
W12856,65.0,107,12.5,75.0,partly cloudy,1011.56,4,Autumn,12.0,coastal,Sunny
W4713,20.0,40,7.5,6.0,clear,1014.65,11,Winter,5.5,inland,Sunny
W5842,29.0,70,13.0,10.0,overcast,1004.1,2,Autumn,6.0,inland,Cloudy
W9104,28.0,92,9.0,54.0,overcast,990.18,2,Summer,1.5,inland,Rainy
W7182,1.0,65,4.5,73.0,overcast,983.23,1,Winter,2.0,inland,Snowy
W3763,34.0,48,6.5,17.0,clear,1018.92,11,Summer,7.5,coastal,Sunny
W10875,15.0,74,13.0,94.0,partly cloudy,1011.96,3,Winter,1.5,coastal,Rainy
W4421,37.0,48,2.0,16.0,partly cloudy,1023.7,10,Spring,5.5,coastal,Sunny
W5380,14.0,82,5.5,73.0,partly cloudy,1001.46,1,Winter,3.5,coastal,Rainy
W1861,27.0,63,9.0,72.0,overcast,1000.61,0,Summer,4.0,coastal,Rainy
W294,21.0,46,7.5,18.0,clear,1012.01,7,Summer,6.0,coastal,Sunny
W10468,33.0,97,9.0,62.0,overcast,1000.41,1,Winter,1.0,inland,Rainy
W1578,23.0,64,7.5,47.0,partly cloudy,1015.4,4,Autumn,6.0,mountain,Cloudy
W2700,27.0,50,4.0,14.0,overcast,1001.47,2,Spring,6.5,inland,Cloudy
W3789,10.0,76,6.5,46.0,overcast,1016.95,3,Autumn,7.5,inland,Cloudy
W9745,26.0,43,2.5,14.0,clear,1024.0,9,Spring,6.0,coastal,Sunny
W8645,17.0,76,9.0,68.0,partly cloudy,1000.83,2,Autumn,4.0,coastal,Rainy
W6847,39.0,50,5.5,10.0,clear,1025.01,8,Summer,6.5,mountain,Sunny
W11905,60.0,109,9.0,101.0,partly cloudy,1013.72,11,Autumn,5.0,mountain,Cloudy
W3617,25.0,66,8.5,3.0,clear,1013.33,6,Summer,6.0,coastal,Sunny
W11880,33.0,71,1.0,45.0,partly cloudy,1007.25,4,Spring,6.0,mountain,Cloudy
W5376,11.0,63,14.5,26.0,overcast,1004.75,1,Spring,7.0,coastal,Cloudy
W674,11.0,93,10.0,63.0,partly cloudy,1007.74,3,Autumn,5.0,mountain,Rainy
W11388,12.0,95,19.5,64.0,overcast,999.39,2,Spring,1.0,mountain,Rainy
W2781,14.0,55,2.5,15.0,overcast,1017.92,3,Winter,7.5,inland,Cloudy
W8637,-8.0,62,8.0,82.0,overcast,992.2,1,Winter,1.5,mountain,Snowy
W451,25.0,24,7.5,18.0,clear,1027.27,5,Winter,8.5,inland,Sunny
W11528,35.0,35,8.0,8.0,partly cloudy,1016.26,5,Winter,6.5,inland,Sunny
W5064,30.0,70,3.5,37.0,partly cloudy,1003.45,2,Spring,8.0,inland,Cloudy
W3995,18.0,85,28.0,75.0,partly cloudy,1013.97,4,Summer,9.0,inland,Cloudy
W1035,25.0,72,12.0,24.0,overcast,1017.17,2,Autumn,7.0,mountain,Cloudy
W675,28.0,33,7.0,33.0,cloudy,824.16,0,Summer,5.0,mountain,Sunny
W7156,14.0,78,15.0,17.0,overcast,1010.49,2,Spring,9.0,coastal,Cloudy
W13133,31.0,88,12.0,73.0,overcast,994.11,1,Summer,3.0,coastal,Rainy
W4660,-6.0,74,26.5,107.0,overcast,999.5,4,Winter,2.5,mountain,Snowy
W390,16.0,101,34.5,72.0,overcast,993.43,14,Summer,5.0,inland,Rainy
W6722,3.0,59,13.0,56.0,partly cloudy,1162.71,5,Summer,6.5,coastal,Sunny
W11662,13.0,71,8.0,43.0,overcast,1016.77,4,Spring,8.0,mountain,Cloudy
W5257,14.0,82,5.0,75.0,partly cloudy,992.03,3,Winter,3.5,coastal,Rainy
W8952,49.0,74,20.5,81.0,clear,1016.4,5,Spring,7.0,mountain,Sunny
W5284,-5.0,74,17.0,87.0,overcast,985.08,0,Winter,3.5,mountain,Snowy
W8886,12.0,68,2.0,43.0,partly cloudy,1012.36,2,Spring,5.5,inland,Cloudy
W10347,33.0,32,1.0,9.0,clear,1021.14,9,Autumn,5.0,inland,Sunny
W10840,31.0,38,2.0,16.0,clear,1025.16,7,Spring,8.5,mountain,Sunny
W8950,32.0,44,1.5,1.0,clear,1021.46,5,Winter,6.5,mountain,Sunny
W4942,-22.0,96,37.0,84.0,overcast,992.06,10,Winter,0.5,mountain,Snowy
W1082,35.0,25,7.5,14.0,partly cloudy,1022.54,5,Summer,5.0,inland,Sunny
W10754,90.0,82,11.5,73.0,clear,1025.98,11,Autumn,8.5,coastal,Sunny
W7273,33.0,69,5.0,0.0,clear,1018.36,11,Winter,7.0,mountain,Sunny
W10699,24.0,69,1.5,1.0,clear,1011.39,9,Spring,5.5,coastal,Sunny
W2791,20.0,67,11.5,29.0,partly cloudy,1012.24,2,Winter,6.5,inland,Cloudy
W11506,39.0,60,3.0,8.0,clear,1014.74,5,Autumn,8.5,mountain,Sunny
W6377,6.0,22,4.0,74.0,overcast,911.37,14,Autumn,17.5,inland,Sunny
W9604,24.0,33,9.0,18.0,clear,1011.23,7,Autumn,7.5,coastal,Sunny
W13139,21.0,64,6.5,33.0,partly cloudy,1002.84,4,Winter,6.0,inland,Cloudy
W11947,33.0,67,5.5,5.0,clear,1015.42,10,Winter,8.0,mountain,Sunny
W5844,38.0,63,3.0,8.0,clear,1011.41,5,Spring,5.5,mountain,Sunny
W3964,24.0,38,4.5,15.0,partly cloudy,1029.37,9,Spring,7.0,mountain,Sunny
W5095,-4.0,62,12.0,82.0,overcast,987.15,0,Winter,2.0,mountain,Snowy
W12271,43.0,41,9.0,12.0,clear,1029.46,10,Summer,7.5,inland,Sunny
W12068,23.0,49,9.5,14.0,clear,1010.68,10,Winter,5.0,mountain,Sunny
W4022,12.0,64,11.5,47.0,overcast,1015.12,4,Winter,8.0,inland,Cloudy
W11716,25.0,44,7.5,16.0,partly cloudy,1017.29,10,Autumn,6.0,inland,Sunny
W6356,29.0,34,6.0,11.0,clear,1015.86,8,Autumn,6.5,mountain,Sunny
W11242,18.0,50,5.5,11.0,partly cloudy,1007.98,3,Autumn,7.5,coastal,Cloudy
W7624,-7.0,25,2.0,14.0,cloudy,1105.03,5,Autumn,16.5,mountain,Cloudy
W469,20.0,65,10.0,42.0,cloudy,1080.21,10,Autumn,17.0,coastal,Snowy
W5874,42.0,45,7.0,12.0,partly cloudy,1022.54,6,Summer,7.0,inland,Sunny
W11205,23.0,29,3.0,0.0,clear,1019.61,6,Autumn,9.5,coastal,Sunny
W1285,20.0,61,10.5,30.0,partly cloudy,1010.65,3,Summer,6.0,inland,Cloudy
W1674,26.0,76,2.5,40.0,partly cloudy,1000.01,4,Spring,6.5,coastal,Cloudy
W12841,19.0,76,9.5,89.0,overcast,992.8,0,Autumn,4.5,mountain,Rainy
W4710,21.0,71,13.0,40.0,partly cloudy,1008.96,3,Winter,8.5,coastal,Cloudy
W1417,26.0,39,9.5,6.0,clear,1028.53,7,Spring,9.0,coastal,Sunny
W9328,-3.0,106,42.0,74.0,overcast,994.83,9,Winter,1.0,inland,Snowy
W3124,36.0,76,22.5,91.0,partly cloudy,1009.65,11,Spring,4.0,coastal,Cloudy
W10579,28.0,49,8.0,0.0,clear,1025.75,5,Autumn,7.5,coastal,Sunny
W2309,30.0,62,8.5,18.0,partly cloudy,1009.95,3,Autumn,8.0,mountain,Cloudy
W2740,3.0,93,0.5,96.0,overcast,993.61,1,Winter,4.5,inland,Snowy
W7813,11.0,60,7.5,41.0,partly cloudy,1011.49,1,Autumn,7.0,mountain,Cloudy
W4642,41.0,60,8.5,3.0,clear,1017.13,11,Summer,9.5,coastal,Sunny
W3113,34.0,60,5.0,18.0,clear,1027.04,6,Winter,9.5,inland,Sunny
W1544,32.0,21,2.5,8.0,partly cloudy,1029.34,7,Winter,9.0,mountain,Sunny
W1251,18.0,63,5.0,24.0,partly cloudy,1005.59,4,Winter,8.0,inland,Cloudy
W7194,30.0,78,11.0,49.0,partly cloudy,1015.31,1,Spring,8.0,coastal,Cloudy
W6406,22.0,52,9.5,39.0,partly cloudy,1000.75,3,Winter,8.5,inland,Cloudyy
W12337,51.0,96,14.0,98.0,clear,1023.18,3,Summer,8.0,mountain,Sunny
W9541,38.0,103,31.5,72.0,overcast,1007.65,11,Summer,6.5,inland,Cloudy
W5546,27.0,33,9.0,17.0,clear,1022.7,11,Winter,9.5,mountain,Sunny
W10101,25.0,67,8.0,18.0,clear,1016.37,7,Spring,6.0,coastal,Sunny
W11042,32.0,57,14.0,21.0,partly cloudy,1007.21,2,Spring,7.5,inland,Cloudy
W6402,-9.0,21,3.0,13.0,overcast,865.62,8,Winter,16.0,coastal,Sunny
W12676,18.0,73,7.5,16.0,overcast,1005.16,3,Winter,8.0,inland,Cloudy
W10448,36.0,68,0.5,16.0,clear,1017.35,5,Winter,6.5,inland,Sunny
W11964,27.0,78,8.5,82.0,overcast,1014.79,1,Autumn,4.5,mountain,Rainy
W4197,14.0,79,12.5,25.0,overcast,1007.81,2,Spring,5.0,coastal,Cloudy
W3480,22.0,65,13.0,31.0,partly cloudy,1016.64,4,Summer,6.5,mountain,Cloudy
W11068,42.0,57,5.0,14.0,clear,1022.33,11,Autumn,8.5,coastal,Sunny
W12429,31.0,90,7.5,99.0,overcast,996.82,3,Summer,4.5,mountain,Rainy
W767,24.0,51,6.0,60.0,overcast,820.41,1,Autumn,3.5,coastal,Snowy
W8275,24.0,62,13.5,76.0,overcast,1017.83,2,Spring,4.5,mountain,Rainy
W12041,4.0,28,8.0,31.0,partly cloudy,1030.83,7,Autumn,18.5,inland,Cloudy
W10258,32.0,77,7.5,53.0,overcast,1016.29,0,Winter,1.5,inland,Rainy
W8531,-5.0,71,11.5,92.0,overcast,983.17,0,Winter,2.0,inland,Snowy
W3523,29.0,44,4.0,19.0,clear,1023.01,10,Winter,9.5,inland,Sunny
W11915,21.0,78,9.5,99.0,overcast,1006.31,2,Summer,2.5,mountain,Rainy
W12196,44.0,52,7.0,1.0,clear,1019.63,10,Summer,7.5,coastal,Sunny
W7102,15.0,62,12.0,10.0,overcast,1019.54,4,Autumn,8.5,inland,Cloudy
W5758,-3.0,89,8.0,70.0,overcast,980.93,1,Winter,3.5,inland,Snowy
W769,37.0,40,2.0,13.0,partly cloudy,1018.46,5,Spring,10.0,inland,Sunny
W946,25.0,32,8.5,82.0,partly cloudy,961.73,12,Summer,15.0,coastal,Sunny
W1535,15.0,99,30.5,85.0,partly cloudy,1015.02,3,Autumn,2.0,inland,Cloudy
W3642,12.0,64,9.0,14.0,partly cloudy,1015.82,2,Winter,8.0,inland,Cloudy
W2494,19.0,80,26.5,70.0,partly cloudy,1004.28,7,Summer,3.0,coastal,Rainy
W8355,23.0,70,8.0,14.0,partly cloudy,1013.84,4,Spring,8.5,coastal,Cloudy
W1822,29.0,22,1.5,2.0,partly cloudy,1023.99,8,Spring,5.0,coastal,Sunny
W9263,31.0,85,9.0,83.0,overcast,1001.15,0,Summer,4.0,inland,Rainy
W8747,31.0,74,14.5,58.0,overcast,1013.43,1,Summer,2.0,inland,Rainy
W6774,21.0,65,10.0,32.0,partly cloudy,1010.16,2,Summer,7.0,inland,Cloudy
W2010,24.0,64,8.0,4.0,partly cloudy,1026.0,7,Summer,7.0,inland,Sunny
W5659,49.0,92,13.5,108.0,overcast,1018.17,11,Spring,4.5,coastal,Rainy
W2480,4.0,91,13.5,84.0,overcast,997.14,1,Winter,5.0,inland,Snowy
W12884,35.0,60,3.5,4.0,clear,1023.69,10,Spring,5.5,coastal,Sunny
W2523,-3.0,98,8.0,89.0,partly cloudy,996.59,1,Winter,1.5,mountain,Snowy
W7590,29.0,71,10.5,45.0,partly cloudy,1003.09,3,Spring,5.5,mountain,Cloudy
W5672,33.0,73,19.5,93.0,clear,1027.82,2,Winter,6.5,inland,Sunny
W7576,13.0,75,6.0,21.0,overcast,1006.38,4,Winter,7.0,mountain,Cloudy
W2792,47.0,102,13.0,84.0,partly cloudy,1008.26,3,Autumn,4.5,coastal,Cloudy
W6029,27.0,25,9.5,68.0,overcast,1063.78,4,Summer,15.0,coastal,Cloudy
W6135,19.0,83,11.5,95.0,partly cloudy,1011.46,0,Summer,4.5,coastal,Rainy
W8142,3.0,99,2.5,72.0,overcast,986.55,0,Winter,3.5,inland,Snowy
W9856,20.0,23,3.0,7.0,clear,1022.74,5,Spring,9.5,coastal,Sunny
W11213,23.0,76,7.0,11.0,partly cloudy,1013.49,3,Spring,9.0,mountain,Cloudy
W11234,29.0,29,8.5,63.0,overcast,998.67,1,Summer,0.0,mountain,Cloudy
W2743,21.0,66,8.0,52.0,overcast,1003.77,0,Summer,2.0,inland,Rainy
W9085,15.0,63,8.0,12.0,partly cloudy,1013.24,3,Winter,5.0,inland,Cloudy
W11717,34.0,62,4.0,37.0,partly cloudy,1007.04,3,Autumn,7.0,inland,Cloudyy
W3519,25.0,53,10.5,39.0,overcast,1008.15,3,Spring,8.5,mountain,Cloudy
W2816,-2.0,91,2.5,71.0,overcast,998.55,1,Winter,5.0,mountain,Snowy
W3644,5.0,104,12.0,95.0,partly cloudy,1002.57,9,Autumn,1.0,mountain,Cloudy
W12385,-2.0,58,3.0,81.0,partly cloudy,835.37,6,Summer,3.0,coastal,Cloudy
W10003,-5.0,72,10.5,87.0,overcast,987.35,1,Winter,3.0,mountain,Snowy
W10591,19.0,108,3.5,82.0,partly cloudy,1015.55,9,Spring,8.5,coastal,Cloudy
W12898,45.0,107,0.0,89.0,clear,1021.4,13,Summer,3.0,inland,Sunny
W8284,-15.0,71,6.0,100.0,partly cloudy,992.86,14,Winter,2.5,mountain,Snowy
W3817,21.0,52,10.0,18.0,clear,1026.69,9,Summer,9.0,inland,Sunny
W11324,28.0,59,9.5,31.0,partly cloudy,1006.59,1,Autumn,8.5,inland,Cloudy
W12153,21.0,53,2.5,19.0,clear,1022.3,5,Autumn,9.0,mountain,Sunny
W10713,-17.0,76,14.5,37.0,partly cloudy,840.62,4,Spring,16.0,mountain,Sunny
W9343,10.0,97,17.5,87.0,overcast,1001.01,3,Spring,1.5,inland,Rainy
W3358,20.0,61,1.0,32.0,overcast,1013.06,2,Autumn,7.5,mountain,Cloudy
W12944,15.0,63,12.5,88.0,overcast,992.6,3,Summer,2.5,coastal,Rainy
W8666,25.0,24,1.5,13.0,clear,1027.79,8,Autumn,8.0,inland,Sunny
W2889,34.0,56,0.5,13.0,partly cloudy,1015.77,6,Winter,7.5,inland,Sunny
W5434,25.0,58,5.5,1.0,partly cloudy,1029.75,7,Summer,9.5,mountain,Sunny
W7143,16.0,73,7.5,35.0,partly cloudy,1019.47,2,Winter,7.5,mountain,Cloudy
W4400,38.0,47,6.0,16.0,clear,1026.92,7,Spring,8.0,inland,Sunny
W4841,15.0,70,11.0,61.0,overcast,1018.35,2,Autumn,4.5,coastal,Rainy
W10172,21.0,78,9.0,67.0,overcast,1014.97,1,Winter,2.0,mountain,Rainy
W10376,21.0,92,24.5,81.0,overcast,1006.14,7,Autumn,1.0,inland,Rainy
W3277,-2.0,73,19.5,62.0,partly cloudy,988.48,0,Winter,5.0,inland,Snowy
W11218,30.0,39,3.0,15.0,clear,1017.9,9,Autumn,9.0,mountain,Sunny
W10064,12.0,60,8.0,29.0,partly cloudy,1013.52,1,Winter,6.5,coastal,Cloudy
W11415,20.0,86,6.0,58.0,overcast,1001.97,1,Summer,3.0,mountain,Rainy
W3923,26.0,24,3.5,10.0,clear,1025.96,7,Summer,5.5,coastal,Sunny
W9503,32.0,81,28.0,95.0,partly cloudy,1001.64,4,Autumn,7.0,coastal,Cloudy
W5875,26.0,56,3.5,33.0,partly cloudy,1015.29,4,Winter,8.5,mountain,Cloudy
W10483,32.0,75,8.0,77.0,partly cloudy,1025.66,7,Spring,5.0,mountain,Sunny
W11021,20.0,37,7.0,68.0,cloudy,935.42,9,Winter,9.0,mountain,Sunny
W3470,28.0,48,8.0,15.0,clear,1016.3,9,Autumn,7.0,coastal,Sunny
W12625,24.0,84,9.0,71.0,overcast,998.08,3,Winter,1.5,mountain,Rainy
W4398,50.0,92,13.0,101.0,clear,1021.03,13,Autumn,5.0,mountain,Sunny
W11127,16.0,67,12.5,35.0,partly cloudy,1001.09,1,Winter,7.5,mountain,Cloudy
W1601,25.0,20,0.0,1.0,partly cloudy,1015.75,11,Summer,9.0,mountain,Sunny
W1893,10.0,63,0.5,11.0,partly cloudy,1015.01,2,Spring,6.0,mountain,Cloudy
W947,15.0,78,16.0,105.0,overcast,993.73,10,Autumn,0.5,inland,Rainy
W5586,16.0,75,14.5,43.0,partly cloudy,1000.58,1,Spring,5.5,mountain,Cloudy
W12976,23.0,65,13.5,49.0,overcast,1014.47,1,Winter,7.5,mountain,Cloudy
W7054,58.0,102,12.5,106.0,clear,1011.68,9,Winter,2.5,inland,Sunny
W11339,30.0,55,3.5,47.0,partly cloudy,1000.83,2,Winter,5.5,coastal,Cloudy
W352,22.0,21,4.5,19.0,clear,1026.59,5,Summer,5.0,coastal,Sunny
W6529,29.0,21,3.5,5.0,clear,1014.9,11,Spring,8.0,mountain,Sunny
W11733,29.0,50,7.5,19.0,partly cloudy,1012.87,9,Winter,6.5,inland,Sunny
W11688,45.0,107,13.5,75.0,overcast,1019.47,1,Autumn,5.5,inland,Rainy
W10682,34.0,64,5.5,9.0,clear,1024.88,7,Winter,5.5,inland,Sunny
W4554,21.0,74,10.5,92.0,overcast,1015.19,2,Summer,3.0,inland,Rainy
W9834,-6.0,93,7.0,82.0,overcast,980.03,0,Winter,2.0,inland,Snowy
W12546,15.0,66,7.5,49.0,partly cloudy,1015.58,3,Summer,7.0,coastal,Cloudy
W8343,42.0,34,0.0,15.0,clear,1026.61,7,Autumn,5.5,coastal,Sunny
W2256,26.0,69,4.5,44.0,overcast,1013.71,3,Spring,8.0,inland,Cloudy
W6443,-8.0,68,5.5,80.0,overcast,990.74,1,Winter,3.0,mountain,Snowy
W11,35.0,45,6.0,86.0,partly cloudy,879.88,2,Spring,1.0,mountain,Cloudy
W3538,42.0,56,8.0,14.0,partly cloudy,1015.38,7,Autumn,7.0,inland,Sunny
W12758,26.0,42,6.5,9.0,clear,1028.15,8,Spring,7.5,inland,Sunny
W7011,-10.0,89,15.0,72.0,overcast,996.7,0,Winter,4.5,mountain,Snowy
W3707,10.0,68,4.5,11.0,overcast,1000.84,2,Summer,8.0,mountain,Cloudy
W3133,34.0,67,2.0,18.0,partly cloudy,1012.39,1,Winter,7.5,mountain,Cloudy
W2060,33.0,75,9.0,32.0,partly cloudy,1005.74,3,Winter,7.0,mountain,Cloudy
W1039,26.0,88,7.5,92.0,overcast,992.28,1,Spring,4.0,coastal,Rainy
W5106,-8.0,79,20.0,96.0,overcast,993.02,1,Winter,3.0,mountain,Snowy
W10684,24.0,50,5.0,42.0,partly cloudy,1002.1,1,Autumn,7.5,coastal,Cloudy
W908,24.0,88,44.5,76.0,partly cloudy,1005.61,1,Spring,1.5,coastal,Rainy
W8477,17.0,63,12.5,39.0,overcast,1004.63,1,Winter,5.5,inland,Cloudy
W840,28.0,39,1.5,0.0,clear,1010.35,8,Spring,6.0,mountain,Sunny
W11965,32.0,98,5.5,89.0,overcast,1006.51,2,Spring,2.5,coastal,Rainy
W2277,15.0,89,4.0,96.0,partly cloudy,1019.24,5,Autumn,10.0,coastal,Cloudy
W10041,29.0,61,8.0,15.0,overcast,1010.96,4,Summer,8.0,inland,Cloudy
W5565,28.0,68,3.5,8.0,partly cloudy,1017.96,10,Autumn,5.5,coastal,Sunny
W9487,40.0,69,14.5,32.0,partly cloudy,820.16,0,Autumn,17.0,coastal,Cloudy
W13168,33.0,73,5.0,31.0,partly cloudy,840.06,9,Spring,10.5,coastal,Cloudy
W6911,44.0,28,6.0,16.0,partly cloudy,1013.76,10,Spring,9.0,inland,Sunny
W12506,22.0,24,6.0,0.0,clear,1023.91,6,Autumn,5.5,mountain,Sunny
W8339,27.0,98,15.0,95.0,overcast,995.36,0,Spring,4.0,inland,Rainy
W4821,19.0,91,6.5,74.0,overcast,1014.88,3,Spring,2.5,mountain,Rainy
W12848,3.0,95,19.5,108.0,overcast,980.86,5,Winter,2.0,mountain,Snowy
W3837,18.0,63,8.0,41.0,overcast,1009.47,2,Winter,6.0,coastal,Cloudy
W552,41.0,46,0.5,11.0,clear,1023.72,10,Autumn,7.0,inland,Sunny
W10835,-5.0,63,1.5,72.0,partly cloudy,988.94,0,Winter,4.0,mountain,Snowy
W1696,13.0,55,11.0,17.0,overcast,1000.1,4,Winter,5.5,coastal,Cloudy
W3134,7.0,49,8.0,31.0,cloudy,1160.72,3,Autumn,17.0,coastal,Cloudy
W3564,28.0,69,9.0,31.0,overcast,1006.99,4,Spring,5.0,coastal,Cloudy
W12119,24.0,76,14.0,94.0,partly cloudy,1014.88,10,Autumn,4.5,inland,Sunny
W1575,29.0,74,6.5,33.0,overcast,1010.9,1,Summer,8.0,coastal,Cloudy
W10902,19.0,78,11.5,74.0,partly cloudy,1012.92,1,Autumn,4.0,coastal,Rainy
W7846,30.0,47,8.5,13.0,partly cloudy,1020.78,5,Spring,6.0,inland,Sunny
W12737,34.0,58,1.5,10.0,partly cloudy,1018.79,8,Autumn,9.5,inland,Sunny
W3075,48.0,62,7.5,85.0,overcast,989.81,14,Spring,1.0,coastal,Cloudy
W1192,4.0,65,16.5,91.0,overcast,982.75,0,Winter,3.0,inland,Snowy
W5945,32.0,29,2.0,16.0,clear,1025.82,6,Winter,8.5,inland,Sunny
W6954,41.0,50,1.0,3.0,partly cloudy,1018.91,9,Autumn,5.5,inland,Sunny
W7087,1.0,98,12.0,89.0,overcast,993.5,1,Winter,1.0,mountain,Snowy
W7469,14.0,86,10.5,93.0,overcast,998.2,2,Autumn,5.0,coastal,Rainy
W5426,11.0,65,4.5,14.0,overcast,1001.15,4,Summer,8.0,inland,Cloudy
W9209,-4.0,66,20.0,70.0,partly cloudy,981.78,1,Winter,4.5,mountain,Snowy
W8416,13.0,65,12.5,18.0,overcast,1015.55,4,Winter,7.0,inland,Cloudy
W12226,47.0,80,5.5,104.0,clear,1029.85,14,Winter,4.5,coastal,Sunny
W1209,60.0,80,30.0,96.0,partly cloudy,1012.37,0,Spring,1.0,mountain,Cloudy
W719,16.0,82,27.5,81.0,overcast,995.65,3,Autumn,2.0,coastal,Rainy
W4464,11.0,87,8.0,67.0,overcast,1009.61,2,Autumn,3.0,coastal,Rainy
W11217,29.0,58,13.0,30.0,overcast,1066.46,11,Spring,18.0,coastal,Rainy
W1591,34.0,78,13.5,17.0,overcast,1014.32,3,Winter,9.0,coastal,Cloudy
W430,35.0,48,2.5,16.0,partly cloudy,1015.9,5,Autumn,7.0,mountain,Sunny
W7277,5.0,28,0.5,19.0,cloudy,808.04,13,Autumn,13.5,coastal,Snowy
W4366,48.0,70,3.5,52.0,partly cloudy,873.55,9,Winter,13.0,inland,Sunny
